freq,citizen,agedef,age,unit,sex,geo\TIME_PERIOD	2021 	2022 	2023 	2024 
A,EE,REACH,Y40-44,NR,T,IT	7 	7 	9 	5 
A,EE,REACH,Y40-44,NR,T,LT	5 	: 	: 	3 
A,EE,REACH,Y40-44,NR,T,LU	1 	3 	3 	3 
A,EE,REACH,Y40-44,NR,T,LV	3 	1 	1 	2 
A,EE,REACH,Y40-44,NR,T,NL	11 	7 	13 	8 
A,EE,REACH,Y40-44,NR,T,SE	19 	42 	32 	33 
A,EE,REACH,Y40-44,NR,T,SK	0 	0 	0 	0 
A,EE,REACH,Y45-49,NR,T,BE	: 	: 	10 	8 
A,EE,REACH,Y45-49,NR,T,BG	0 	1 	5 	3 
A,EE,REACH,Y45-49,NR,T,CZ	3 	1 	0 	1 
A,EE,REACH,Y45-49,NR,T,DE	21 e	21 e	16 e	35 e
A,EE,REACH,Y45-49,NR,T,DK	4 	: 	: 	: 
A,EE,REACH,Y45-49,NR,T,EE	: 	: 	459 	425 
A,EE,REACH,Y45-49,NR,T,ES	: b@N	: 	: 	: @N
A,EE,REACH,Y45-49,NR,T,FI	212 	155 	124 	75 
A,EE,REACH,Y45-49,NR,T,HR	1 	0 	0 	0 
A,EE,REACH,Y45-49,NR,T,IT	5 	5 	6 	11 
A,EE,REACH,Y45-49,NR,T,LT	4 	0 	0 	3 
A,EE,REACH,Y45-49,NR,T,LU	2 	1 	2 	3 
A,EE,REACH,Y45-49,NR,T,LV	2 	3 	1 	2 
A,EE,REACH,Y45-49,NR,T,NL	4 	4 	6 	10 
A,EE,REACH,Y45-49,NR,T,SE	17 	25 	40 	37 
A,EE,REACH,Y45-49,NR,T,SK	0 	0 	0 	0 
A,EE,REACH,Y5-9,NR,T,BE	: 	: 	8 	6 
A,EE,REACH,Y5-9,NR,T,BG	0 	0 	0 	1 
A,EE,REACH,Y5-9,NR,T,CZ	3 	0 	0 	2 
A,EE,REACH,Y5-9,NR,T,DE	13 e	24 e	10 e	12 e
A,EE,REACH,Y5-9,NR,T,DK	1 	: 	: 	: 
A,EE,REACH,Y5-9,NR,T,EE	: 	: 	205 	168 
A,EE,REACH,Y5-9,NR,T,ES	: b@N	: 	: 	: @N
A,EE,REACH,Y5-9,NR,T,FI	86 	99 	70 	63 
A,EE,REACH,Y5-9,NR,T,HR	1 	0 	0 	0 
A,EE,REACH,Y5-9,NR,T,IT	3 	4 	3 	4 
A,EE,REACH,Y5-9,NR,T,LT	0 	: 	0 	0 
A,EE,REACH,Y5-9,NR,T,LU	1 	2 	1 	1 
A,EE,REACH,Y5-9,NR,T,LV	0 	0 	0 	0 
A,EE,REACH,Y5-9,NR,T,NL	4 	6 	7 	1 
A,EE,REACH,Y5-9,NR,T,SE	4 	10 	8 	7 
A,EE,REACH,Y5-9,NR,T,SK	0 	0 	0 	0 
A,EE,REACH,Y50-54,NR,T,BE	: 	: 	4 	2 
A,EE,REACH,Y50-54,NR,T,BG	0 	1 	5 	2 
A,EE,REACH,Y50-54,NR,T,CZ	1 	1 	2 	1 
A,EE,REACH,Y50-54,NR,T,DE	9 e	16 e	9 e	19 e
A,EE,REACH,Y50-54,NR,T,DK	0 	: 	: 	: 
A,EE,REACH,Y50-54,NR,T,EE	: 	: 	450 	425 
A,EE,REACH,Y50-54,NR,T,ES	: b@N	: 	: 	: @N
A,EE,REACH,Y50-54,NR,T,FI	172 	120 	88 	64 
A,EE,REACH,Y50-54,NR,T,HR	0 	1 	0 	0 
A,EE,REACH,Y50-54,NR,T,IT	3 	3 	4 	4 
A,EE,REACH,Y50-54,NR,T,LT	1 	0 	: 	0 
A,EE,REACH,Y50-54,NR,T,LU	2 	1 	0 	0 
A,EE,REACH,Y50-54,NR,T,LV	2 	1 	2 	0 
A,EE,REACH,Y50-54,NR,T,NL	2 	6 	3 	5 
A,EE,REACH,Y50-54,NR,T,SE	10 	18 	13 	17 
A,EE,REACH,Y50-54,NR,T,SK	0 	1 	1 	0 
A,EE,REACH,Y55-59,NR,T,BE	: 	: 	3 	1 
A,EE,REACH,Y55-59,NR,T,BG	4 	0 	3 	4 
A,EE,REACH,Y55-59,NR,T,CZ	1 	0 	2 	3 
A,EE,REACH,Y55-59,NR,T,DE	6 e	14 e	4 e	18 e
A,EE,REACH,Y55-59,NR,T,DK	0 	: 	: 	: 
A,EE,REACH,Y55-59,NR,T,EE	: 	: 	363 	361 
A,EE,REACH,Y55-59,NR,T,ES	: b@N	: 	: 	: @N
A,EE,REACH,Y55-59,NR,T,FI	118 	64 	75 	65 
A,EE,REACH,Y55-59,NR,T,HR	0 	0 	2 	0 
A,EE,REACH,Y55-59,NR,T,IT	4 	4 	2 	5 
A,EE,REACH,Y55-59,NR,T,LT	0 	0 	: 	0 
A,EE,REACH,Y55-59,NR,T,LU	0 	0 	1 	1 
A,EE,REACH,Y55-59,NR,T,LV	1 	0 	2 	0 
A,EE,REACH,Y55-59,NR,T,NL	1 	2 	1 	4 
A,EE,REACH,Y55-59,NR,T,SE	5 	9 	8 	7 
A,EE,REACH,Y55-59,NR,T,SK	0 	0 	0 	0 
A,EE,REACH,Y60-64,NR,T,BE	: 	: 	0 	1 
A,EE,REACH,Y60-64,NR,T,BG	6 	3 	4 	1 
A,EE,REACH,Y60-64,NR,T,CZ	1 	3 	1 	1 
A,EE,REACH,Y60-64,NR,T,DE	2 e	5 e	7 e	5 e
A,EE,REACH,Y60-64,NR,T,DK	0 	: 	: 	: 
A,EE,REACH,Y60-64,NR,T,EE	: 	: 	475 	448 
A,EE,REACH,Y60-64,NR,T,ES	: b@N	: 	: 	: @N
A,EE,REACH,Y60-64,NR,T,FI	53 	42 	33 	37 
A,EE,REACH,Y60-64,NR,T,HR	0 	0 	0 	0 
A,EE,REACH,Y60-64,NR,T,IT	1 	3 	2 	4 
A,EE,REACH,Y60-64,NR,T,LT	1 	0 	0 	: @N
A,EE,REACH,Y60-64,NR,T,LU	1 	0 	0 	0 
A,EE,REACH,Y60-64,NR,T,LV	0 	1 	1 	4 
A,EE,REACH,Y60-64,NR,T,NL	0 	0 	0 	0 
A,EE,REACH,Y60-64,NR,T,SE	1 	8 	5 	2 
A,EE,REACH,Y60-64,NR,T,SK	0 	0 	1 	0 
A,EE,REACH,Y65-69,NR,T,BE	: 	: 	0 	0 
A,EE,REACH,Y65-69,NR,T,BG	4 	7 	8 	3 
A,EE,REACH,Y65-69,NR,T,CZ	0 	0 	0 	0 
A,EE,REACH,Y65-69,NR,T,DE	5 e	2 e	4 e	3 e
A,EE,REACH,Y65-69,NR,T,DK	0 	: 	: 	: 
A,EE,REACH,Y65-69,NR,T,EE	: 	: 	390 	374 
A,EE,REACH,Y65-69,NR,T,ES	: b@N	: 	: 	: @N
A,EE,REACH,Y65-69,NR,T,FI	13 	17 	14 	6 
A,EE,REACH,Y65-69,NR,T,HR	0 	0 	0 	0 
A,EE,REACH,Y65-69,NR,T,IT	0 	2 	2 	0 
A,EE,REACH,Y65-69,NR,T,LT	0 	0 	0 	0 
A,EE,REACH,Y65-69,NR,T,LU	0 	0 	0 	0 
A,EE,REACH,Y65-69,NR,T,LV	1 	2 	1 	0 
A,EE,REACH,Y65-69,NR,T,NL	1 	1 	0 	0 
A,EE,REACH,Y65-69,NR,T,SE	3 	2 	4 	3 
A,EE,REACH,Y65-69,NR,T,SK	0 	0 	1 	0 
A,EE,REACH,Y70-74,NR,T,BE	: 	: 	0 	0 
A,EE,REACH,Y70-74,NR,T,BG	2 	3 	5 	2 
A,EE,REACH,Y70-74,NR,T,CZ	0 	0 	0 	0 
A,EE,REACH,Y70-74,NR,T,DE	2 e	2 e	5 e	4 e
A,EE,REACH,Y70-74,NR,T,DK	0 	: 	: 	: 
A,EE,REACH,Y70-74,NR,T,EE	: 	: 	99 	96 
A,EE,REACH,Y70-74,NR,T,ES	: b@N	: 	: 	: @N
A,EE,REACH,Y70-74,NR,T,FI	4 	8 	8 	5 
A,EE,REACH,Y70-74,NR,T,HR	1 	0 	0 	0 
A,EE,REACH,Y70-74,NR,T,IT	2 	0 	0 	1 
A,EE,REACH,Y70-74,NR,T,LT	1 	0 	0 	0 
A,EE,REACH,Y70-74,NR,T,LU	0 	0 	0 	0 
A,EE,REACH,Y70-74,NR,T,LV	0 	1 	1 	0 
A,EE,REACH,Y70-74,NR,T,NL	0 	0 	0 	0 
A,EE,REACH,Y70-74,NR,T,SE	0 	1 	1 	1 
A,EE,REACH,Y70-74,NR,T,SK	0 	0 	0 	0 
A,EE,REACH,Y75-79,NR,T,BE	: 	: 	0 	0 
A,EE,REACH,Y75-79,NR,T,BG	1 	0 	0 	0 
A,EE,REACH,Y75-79,NR,T,CZ	0 	0 	0 	0 
A,EE,REACH,Y75-79,NR,T,DE	0 e	2 e	2 e	1 e
A,EE,REACH,Y75-79,NR,T,DK	0 	: 	: 	: 
A,EE,REACH,Y75-79,NR,T,EE	: 	: 	45 	37 
A,EE,REACH,Y75-79,NR,T,ES	: b@N	: 	: 	: @N
A,EE,REACH,Y75-79,NR,T,FI	2 	1 	2 	12 
A,EE,REACH,Y75-79,NR,T,HR	0 	0 	0 	0 
A,EE,REACH,Y75-79,NR,T,IT	1 	0 	0 	1 
A,EE,REACH,Y75-79,NR,T,LT	0 	: 	0 	0 
A,EE,REACH,Y75-79,NR,T,LU	0 	0 	0 	0 
A,EE,REACH,Y75-79,NR,T,LV	1 	0 	0 	1 
A,EE,REACH,Y75-79,NR,T,NL	0 	1 	0 	0 
A,EE,REACH,Y75-79,NR,T,SE	0 	0 	1 	1 
A,EE,REACH,Y75-79,NR,T,SK	0 	0 	1 	0 
A,EE,REACH,Y80-84,NR,T,BE	: 	: 	0 	0 
A,EE,REACH,Y80-84,NR,T,BG	0 	0 	0 	0 
A,EE,REACH,Y80-84,NR,T,CZ	0 	0 	0 	0 
A,EE,REACH,Y80-84,NR,T,DE	1 e	1 e	1 e	0 e
A,EE,REACH,Y80-84,NR,T,DK	0 	: 	: 	: 
A,EE,REACH,Y80-84,NR,T,EE	: 	: 	26 	16 
A,EE,REACH,Y80-84,NR,T,ES	: b@N	: 	: 	: @N
A,EE,REACH,Y80-84,NR,T,FI	3 	5 	1 	5 
A,EE,REACH,Y80-84,NR,T,HR	0 	0 	0 	0 
A,EE,REACH,Y80-84,NR,T,IT	0 	0 	0 	0 
A,EE,REACH,Y80-84,NR,T,LT	0 	0 	0 	0 
A,EE,REACH,Y80-84,NR,T,LU	0 	0 	0 	0 
A,EE,REACH,Y80-84,NR,T,LV	1 	0 	0 	1 
A,EE,REACH,Y80-84,NR,T,NL	0 	0 	0 	0 
A,EE,REACH,Y80-84,NR,T,SE	0 	0 	0 	2 
A,EE,REACH,Y80-84,NR,T,SK	0 	0 	0 	0 
A,EE,REACH,Y85-89,NR,T,BE	: 	: 	0 	0 
A,EE,REACH,Y85-89,NR,T,BG	0 	0 	0 	0 
A,EE,REACH,Y85-89,NR,T,CZ	0 	0 	0 	0 
A,EE,REACH,Y85-89,NR,T,DE	0 e	1 e	0 e	1 e
A,EE,REACH,Y85-89,NR,T,DK	0 	: 	: 	: 
A,EE,REACH,Y85-89,NR,T,EE	: 	: 	15 	13 
A,EE,REACH,Y85-89,NR,T,ES	: b@N	: 	: 	: @N
A,EE,REACH,Y85-89,NR,T,FI	2 	7 	5 	5 
A,EE,REACH,Y85-89,NR,T,HR	0 	0 	0 	0 
A,EE,REACH,Y85-89,NR,T,IT	0 	0 	0 	0 
A,EE,REACH,Y85-89,NR,T,LT	1 	: 	0 	0 
A,EE,REACH,Y85-89,NR,T,LU	0 	0 	0 	0 
A,EE,REACH,Y85-89,NR,T,LV	0 	1 	0 	0 
A,EE,REACH,Y85-89,NR,T,NL	0 	0 	0 	0 
A,EE,REACH,Y85-89,NR,T,SE	0 	0 	0 	0 
A,EE,REACH,Y85-89,NR,T,SK	0 	0 	0 	0 
A,EE,REACH,Y90-94,NR,T,BE	: 	: 	0 	0 
A,EE,REACH,Y90-94,NR,T,BG	0 	0 	0 	0 
A,EE,REACH,Y90-94,NR,T,CZ	0 	0 	0 	0 
A,EE,REACH,Y90-94,NR,T,DE	0 e	1 e	1 e	0 e
A,EE,REACH,Y90-94,NR,T,DK	0 	: 	: 	: 
A,EE,REACH,Y90-94,NR,T,EE	: 	: 	10 	10 
A,EE,REACH,Y90-94,NR,T,ES	: b@N	: 	: 	: @N
A,EE,REACH,Y90-94,NR,T,FI	3 	2 	1 	1 
A,EE,REACH,Y90-94,NR,T,HR	0 	0 	0 	0 
A,EE,REACH,Y90-94,NR,T,IT	0 	0 	0 	0 
A,EE,REACH,Y90-94,NR,T,LT	0 	0 	0 	0 
A,EE,REACH,Y90-94,NR,T,LU	0 	0 	0 	0 
A,EE,REACH,Y90-94,NR,T,LV	0 	1 	0 	1 
A,EE,REACH,Y90-94,NR,T,NL	0 	0 	0 	0 
A,EE,REACH,Y90-94,NR,T,SE	0 	0 	0 	0 
A,EE,REACH,Y90-94,NR,T,SK	0 	0 	0 	0 
A,EE,REACH,Y95-99,NR,T,BE	: 	: 	0 	0 
A,EE,REACH,Y95-99,NR,T,BG	0 	0 	0 	0 
A,EE,REACH,Y95-99,NR,T,CZ	0 	0 	0 	0 
A,EE,REACH,Y95-99,NR,T,DE	0 e	0 e	0 e	0 e
A,EE,REACH,Y95-99,NR,T,DK	0 	: 	: 	: 
A,EE,REACH,Y95-99,NR,T,EE	: 	: 	4 	1 
A,EE,REACH,Y95-99,NR,T,ES	: b@N	: 	: 	: @N
A,EE,REACH,Y95-99,NR,T,FI	0 	0 	0 	1 
A,EE,REACH,Y95-99,NR,T,HR	0 	0 	0 	0 
A,EE,REACH,Y95-99,NR,T,IT	0 	0 	0 	0 
A,EE,REACH,Y95-99,NR,T,LT	0 	0 	0 	0 
A,EE,REACH,Y95-99,NR,T,LU	0 	0 	0 	0 
A,EE,REACH,Y95-99,NR,T,LV	0 	0 	0 	0 
A,EE,REACH,Y95-99,NR,T,NL	0 	0 	0 	0 
A,EE,REACH,Y95-99,NR,T,SE	0 	0 	0 	0 
A,EE,REACH,Y95-99,NR,T,SK	0 	0 	0 	0 
A,EE,REACH,Y_GE100,NR,T,BE	: 	: 	0 	0 
A,EE,REACH,Y_GE100,NR,T,BG	: 	0 	0 	0 
A,EE,REACH,Y_GE100,NR,T,CZ	0 	0 	0 	0 
A,EE,REACH,Y_GE100,NR,T,DE	: 	: 	: 	0 e
A,EE,REACH,Y_GE100,NR,T,DK	0 	: 	: 	: 
A,EE,REACH,Y_GE100,NR,T,EE	: 	: 	0 	1 
A,EE,REACH,Y_GE100,NR,T,ES	: b@N	: 	: 	: @N
A,EE,REACH,Y_GE100,NR,T,FI	0 	0 	0 	0 
A,EE,REACH,Y_GE100,NR,T,HR	0 	0 	0 	0 
A,EE,REACH,Y_GE100,NR,T,IT	0 	0 	0 	0 
A,EE,REACH,Y_GE100,NR,T,LT	0 	0 	0 	0 
A,EE,REACH,Y_GE100,NR,T,LU	0 	0 	0 	0 
A,EE,REACH,Y_GE100,NR,T,LV	0 	0 	0 	0 
A,EE,REACH,Y_GE100,NR,T,NL	0 	0 	0 	0 
A,EE,REACH,Y_GE100,NR,T,SE	0 	0 	0 	0 
A,EE,REACH,Y_GE100,NR,T,SK	0 	0 	0 	0 
A,EE,REACH,Y_GE65,NR,T,BE	: 	: 	0 	0 
A,EE,REACH,Y_GE65,NR,T,BG	: 	10 	13 	5 
A,EE,REACH,Y_GE65,NR,T,CZ	0 	0 	0 	0 
A,EE,REACH,Y_GE65,NR,T,DE	: 	: 	: 	9 e
A,EE,REACH,Y_GE65,NR,T,DK	0 	: 	: 	: 
A,EE,REACH,Y_GE65,NR,T,EE	: 	: 	589 	548 
A,EE,REACH,Y_GE65,NR,T,ES	: b@N	: 	: 	: @N
A,EE,REACH,Y_GE65,NR,T,FI	27 	40 	31 	35 
A,EE,REACH,Y_GE65,NR,T,HR	1 	0 	0 	0 
A,EE,REACH,Y_GE65,NR,T,IT	3 	2 	2 	2 
A,EE,REACH,Y_GE65,NR,T,LT	2 	: 	: 	0 
A,EE,REACH,Y_GE65,NR,T,LU	0 	0 	0 	0 
A,EE,REACH,Y_GE65,NR,T,LV	3 	5 	2 	3 
A,EE,REACH,Y_GE65,NR,T,NL	1 	2 	0 	0 
A,EE,REACH,Y_GE65,NR,T,SE	3 	3 	6 	7 
A,EE,REACH,Y_GE65,NR,T,SK	0 	0 	2 	0 
A,EE,REACH,Y_GE85,NR,T,BE	: 	: 	0 	0 
A,EE,REACH,Y_GE85,NR,T,BG	: 	0 	0 	0 
A,EE,REACH,Y_GE85,NR,T,CZ	0 	0 	0 	0 
A,EE,REACH,Y_GE85,NR,T,DE	: 	: 	: 	1 e
A,EE,REACH,Y_GE85,NR,T,DK	0 	: 	: 	: 
A,EE,REACH,Y_GE85,NR,T,EE	: 	: 	29 	25 
A,EE,REACH,Y_GE85,NR,T,ES	: b@N	: 	: 	: @N
A,EE,REACH,Y_GE85,NR,T,FI	5 	9 	6 	7 
A,EE,REACH,Y_GE85,NR,T,HR	0 	0 	0 	0 
A,EE,REACH,Y_GE85,NR,T,IT	0 	0 	0 	0 
A,EE,REACH,Y_GE85,NR,T,LT	1 	: 	: 	0 
A,EE,REACH,Y_GE85,NR,T,LU	0 	0 	0 	0 
A,EE,REACH,Y_GE85,NR,T,LV	0 	2 	0 	1 
A,EE,REACH,Y_GE85,NR,T,NL	0 	0 	0 	0 
A,EE,REACH,Y_GE85,NR,T,SE	0 	0 	0 	0 
A,EE,REACH,Y_GE85,NR,T,SK	0 	0 	0 	0 
A,EE,REACH,Y_LT15,NR,T,BE	: 	: 	15 	16 
A,EE,REACH,Y_LT15,NR,T,BG	0 	2 	2 	2 
A,EE,REACH,Y_LT15,NR,T,CZ	9 	1 	0 	11 
A,EE,REACH,Y_LT15,NR,T,DE	: 	: 	: 	42 e
A,EE,REACH,Y_LT15,NR,T,DK	5 	: 	: 	: 
A,EE,REACH,Y_LT15,NR,T,EE	: 	: 	627 	559 
A,EE,REACH,Y_LT15,NR,T,ES	: b@N	: 	: 	: @N
A,EE,REACH,Y_LT15,NR,T,FI	264 	300 	220 	180 
A,EE,REACH,Y_LT15,NR,T,HR	2 	0 	1 	3 
A,EE,REACH,Y_LT15,NR,T,IT	7 	10 	7 	9 
A,EE,REACH,Y_LT15,NR,T,LT	0 	: 	: 	0 
A,EE,REACH,Y_LT15,NR,T,LU	3 	7 	3 	10 
A,EE,REACH,Y_LT15,NR,T,LV	1 	1 	1 	0 
A,EE,REACH,Y_LT15,NR,T,NL	10 	10 	20 	7 
A,EE,REACH,Y_LT15,NR,T,SE	19 	32 	26 	23 
A,EE,REACH,Y_LT15,NR,T,SK	0 	0 	0 	0 
A,EE,REACH,Y_LT5,NR,T,BE	: 	: 	4 	7 
A,EE,REACH,Y_LT5,NR,T,BG	0 	2 	1 	0 
A,EE,REACH,Y_LT5,NR,T,CZ	2 	0 	0 	2 
A,EE,REACH,Y_LT5,NR,T,DE	19 e	10 e	18 e	15 e
A,EE,REACH,Y_LT5,NR,T,DK	4 	: 	: 	: 
A,EE,REACH,Y_LT5,NR,T,EE	: 	: 	287 	240 
A,EE,REACH,Y_LT5,NR,T,ES	: b@N	: 	: 	: @N
A,EE,REACH,Y_LT5,NR,T,FI	99 	118 	77 	66 
A,EE,REACH,Y_LT5,NR,T,HR	0 	0 	1 	2 
A,EE,REACH,Y_LT5,NR,T,IT	2 	2 	2 	1 
A,EE,REACH,Y_LT5,NR,T,LT	0 	0 	0 	0 
A,EE,REACH,Y_LT5,NR,T,LU	1 	3 	2 	7 
A,EE,REACH,Y_LT5,NR,T,LV	1 	0 	1 	0 
A,EE,REACH,Y_LT5,NR,T,NL	4 	4 	7 	3 
A,EE,REACH,Y_LT5,NR,T,SE	8 	13 	13 	9 
A,EE,REACH,Y_LT5,NR,T,SK	0 	0 	0 	0 
A,EL,REACH,TOTAL,NR,T,AT	787 	1019 	881 	817 
A,EL,REACH,TOTAL,NR,T,BE	: 	: 	1528 	1371 
A,EL,REACH,TOTAL,NR,T,BG	795 	911 	922 	726 
A,EL,REACH,TOTAL,NR,T,CZ	149 	109 	119 	129 
A,EL,REACH,TOTAL,NR,T,DE	10620 e	11210 e	10684 e	8833 e
A,EL,REACH,TOTAL,NR,T,DK	560 	: 	: 	: 
A,EL,REACH,TOTAL,NR,T,EE	: 	41 	36 	28 
A,EL,REACH,TOTAL,NR,T,ES	: b@N	: 	: 	: @N
A,EL,REACH,TOTAL,NR,T,FI	164 	175 	140 	150 
A,EL,REACH,TOTAL,NR,T,FR	669 	1009 p	980 p	1059 p
A,EL,REACH,TOTAL,NR,T,HR	68 	34 	25 	22 
A,EL,REACH,TOTAL,NR,T,HU	104 	86 	60 	65 
A,EL,REACH,TOTAL,NR,T,IT	489 	628 	702 	635 
A,EL,REACH,TOTAL,NR,T,LT	25 	7 	9 	32 
A,EL,REACH,TOTAL,NR,T,LU	415 	459 	419 	357 
A,EL,REACH,TOTAL,NR,T,LV	4 	10 	3 	2 
A,EL,REACH,TOTAL,NR,T,NL	4125 	4859 	4480 	4258 
A,EL,REACH,TOTAL,NR,T,RO	602 	451 e	717 	435 
A,EL,REACH,TOTAL,NR,T,SE	743 	1232 	1175 	1101 
A,EL,REACH,TOTAL,NR,T,SI	40 	19 	15 	18 
A,EL,REACH,TOTAL,NR,T,SK	11 	14 	7 	3 
A,EL,REACH,UNK,NR,T,AT	: 	: 	0 	: 
A,EL,REACH,UNK,NR,T,BE	: 	: 	0 	0 
A,EL,REACH,UNK,NR,T,BG	: 	: 	0 	0 
A,EL,REACH,UNK,NR,T,CZ	: 	: 	0 	0 
A,EL,REACH,UNK,NR,T,DE	0 	0 	0 	0 
A,EL,REACH,UNK,NR,T,DK	0 	: 	: 	: 
A,EL,REACH,UNK,NR,T,EE	: 	: 	0 	0 
A,EL,REACH,UNK,NR,T,ES	0 	0 	0 	0 
A,EL,REACH,UNK,NR,T,FI	: 	: 	0 	0 
A,EL,REACH,UNK,NR,T,HR	: 	: 	0 	0 
A,EL,REACH,UNK,NR,T,HU	0 	: 	0 	: 
A,EL,REACH,UNK,NR,T,IT	: 	0 	0 	0 
A,EL,REACH,UNK,NR,T,LT	0 	: 	0 	0 
A,EL,REACH,UNK,NR,T,LU	: 	: 	0 	0 
A,EL,REACH,UNK,NR,T,LV	0 	: 	0 	0 
A,EL,REACH,UNK,NR,T,NL	: 	: 	0 	0 
A,EL,REACH,UNK,NR,T,SE	: 	: 	0 	0 
A,EL,REACH,UNK,NR,T,SI	: 	: 	0 	: 
A,EL,REACH,UNK,NR,T,SK	: 	: 	0 	0 
A,EL,REACH,Y10-14,NR,T,BE	: 	: 	76 	57 
A,EL,REACH,Y10-14,NR,T,BG	2 	6 	6 	6 
A,EL,REACH,Y10-14,NR,T,CZ	0 	0 	2 	3 
A,EL,REACH,Y10-14,NR,T,DE	584 e	511 e	413 e	330 e
A,EL,REACH,Y10-14,NR,T,DK	0 	: 	: 	: 
A,EL,REACH,Y10-14,NR,T,EE	: 	: 	0 	1 
A,EL,REACH,Y10-14,NR,T,ES	: b@N	: 	: 	: @N
A,EL,REACH,Y10-14,NR,T,FI	2 	9 	6 	8 
A,EL,REACH,Y10-14,NR,T,HR	3 	0 	1 	0 
A,EL,REACH,Y10-14,NR,T,IT	23 	37 	42 	32 
A,EL,REACH,Y10-14,NR,T,LT	0 	0 	0 	0 
A,EL,REACH,Y10-14,NR,T,LU	11 	17 	21 	15 
A,EL,REACH,Y10-14,NR,T,LV	0 	0 	0 	0 
A,EL,REACH,Y10-14,NR,T,NL	51 	54 	64 	51 
A,EL,REACH,Y10-14,NR,T,SE	27 	50 	45 	30 
A,EL,REACH,Y10-14,NR,T,SK	0 	0 	0 	0 
A,EL,REACH,Y15-19,NR,T,BE	: 	: 	77 	61 
A,EL,REACH,Y15-19,NR,T,BG	17 	28 	24 	25 
A,EL,REACH,Y15-19,NR,T,CZ	3 	2 	2 	3 
A,EL,REACH,Y15-19,NR,T,DE	683 e	781 e	713 e	586 e
A,EL,REACH,Y15-19,NR,T,DK	12 	: 	: 	: 
A,EL,REACH,Y15-19,NR,T,EE	: 	: 	1 	1 
A,EL,REACH,Y15-19,NR,T,ES	: b@N	: 	: 	: @N
A,EL,REACH,Y15-19,NR,T,FI	8 	10 	8 	9 
A,EL,REACH,Y15-19,NR,T,HR	2 	1 	1 	1 
A,EL,REACH,Y15-19,NR,T,IT	30 	42 	58 	54 
A,EL,REACH,Y15-19,NR,T,LT	1 	0 	0 	: @N
A,EL,REACH,Y15-19,NR,T,LU	10 	14 	16 	15 
A,EL,REACH,Y15-19,NR,T,LV	0 	0 	1 	0 
A,EL,REACH,Y15-19,NR,T,NL	422 	543 	457 	447 
A,EL,REACH,Y15-19,NR,T,SE	29 	67 	67 	57 
A,EL,REACH,Y15-19,NR,T,SK	1 	1 	2 	0 
A,EL,REACH,Y15-64,NR,T,BE	: 	: 	1304 	1154 
A,EL,REACH,Y15-64,NR,T,BG	724 	813 	803 	625 
A,EL,REACH,Y15-64,NR,T,CZ	133 	97 	105 	110 
A,EL,REACH,Y15-64,NR,T,DE	: 	: 	: 	7438 e
A,EL,REACH,Y15-64,NR,T,DK	547 	: 	: 	: 
A,EL,REACH,Y15-64,NR,T,EE	: 	: 	35 	26 
A,EL,REACH,Y15-64,NR,T,ES	: b@N	: 	: 	: @N
A,EL,REACH,Y15-64,NR,T,FI	152 	144 	121 	123 
A,EL,REACH,Y15-64,NR,T,HR	58 	32 	21 	19 
A,EL,REACH,Y15-64,NR,T,IT	408 	517 	587 	535 
A,EL,REACH,Y15-64,NR,T,LT	25 	: 	: 	: @N
A,EL,REACH,Y15-64,NR,T,LU	354 	396 	352 	313 
A,EL,REACH,Y15-64,NR,T,LV	4 	9 	1 	2 
A,EL,REACH,Y15-64,NR,T,NL	3897 	4597 	4198 	3965 
A,EL,REACH,Y15-64,NR,T,SE	672 	1077 	1018 	980 
A,EL,REACH,Y15-64,NR,T,SK	10 	13 	6 	3 
A,EL,REACH,Y20-24,NR,T,BE	: 	: 	177 	166 
A,EL,REACH,Y20-24,NR,T,BG	111 	115 	95 	69 
A,EL,REACH,Y20-24,NR,T,CZ	5 	7 	6 	7 
A,EL,REACH,Y20-24,NR,T,DE	1501 e	1533 e	1538 e	1200 e
A,EL,REACH,Y20-24,NR,T,DK	118 	: 	: 	: 
A,EL,REACH,Y20-24,NR,T,EE	: 	: 	13 	6 
A,EL,REACH,Y20-24,NR,T,ES	: b@N	: 	: 	: @N
A,EL,REACH,Y20-24,NR,T,FI	20 	33 	21 	17 
A,EL,REACH,Y20-24,NR,T,HR	6 	9 	3 	2 
A,EL,REACH,Y20-24,NR,T,IT	55 	78 	72 	63 
A,EL,REACH,Y20-24,NR,T,LT	4 	0 	: 	7 
A,EL,REACH,Y20-24,NR,T,LU	33 	36 	37 	39 
A,EL,REACH,Y20-24,NR,T,LV	0 	0 	0 	0 
A,EL,REACH,Y20-24,NR,T,NL	950 	983 	868 	847 
A,EL,REACH,Y20-24,NR,T,SE	161 	232 	219 	207 
A,EL,REACH,Y20-24,NR,T,SK	2 	0 	1 	1 
A,EL,REACH,Y25-29,NR,T,BE	: 	: 	381 	374 
A,EL,REACH,Y25-29,NR,T,BG	79 	87 	73 	79 
A,EL,REACH,Y25-29,NR,T,CZ	29 	19 	30 	21 
A,EL,REACH,Y25-29,NR,T,DE	1942 e	1998 e	1931 e	1588 e
A,EL,REACH,Y25-29,NR,T,DK	246 	: 	: 	: 
A,EL,REACH,Y25-29,NR,T,EE	: 	: 	7 	5 
A,EL,REACH,Y25-29,NR,T,ES	: b@N	: 	: 	: @N
A,EL,REACH,Y25-29,NR,T,FI	48 	36 	30 	32 
